day_of_week,minute_of_day,current_occupied,current_empty,label_any_empty
2,1215,3,3,1
1,948,5,1,1
1,170,1,5,1
2,959,4,2,1
5,604,0,6,1
0,1366,0,6,1
2,394,4,2,1
1,1038,4,2,1
2,1075,6,0,0
5,410,0,6,1
0,1359,3,3,1
3,240,0,6,1
3,1228,4,2,1
6,432,0,6,1
5,925,2,4,1
3,862,3,3,1
1,1219,2,4,1
0,440,4,2,1
4,443,0,6,1
2,1175,5,1,1
1,247,0,6,1
3,990,4,2,1
5,547,0,6,1
3,109,1,5,1
2,944,4,2,1
1,155,0,6,1
6,1146,1,5,1
4,628,6,0,0
5,792,2,4,1
3,1428,1,5,1
3,1291,4,2,1
2,176,0,6,1
1,598,5,1,1
6,83,0,6,1
2,1195,5,1,1
5,915,2,4,1
0,785,5,1,1
3,782,6,0,0
1,157,0,6,1
6,193,1,5,1
6,200,0,6,1
3,1415,0,6,1
3,843,6,0,0
0,132,1,5,1
0,404,3,3,1
2,851,3,3,1
6,1088,0,6,1
0,392,2,4,1
1,684,6,0,0
6,445,0,6,1
5,700,0,6,1
2,864,6,0,0
6,1033,4,2,1
0,912,6,0,0
1,45,0,6,1
6,669,4,2,1
5,80,0,6,1
0,93,0,6,1
5,145,0,6,1
5,278,1,5,1
2,255,1,5,1
5,846,2,4,1
1,835,6,0,0
0,879,6,0,0
2,1313,0,6,1
1,529,5,1,1
2,53,1,5,1
1,34,1,5,1
3,463,0,6,1
1,765,6,0,0
5,442,0,6,1
3,53,0,6,1
4,1193,4,2,1
4,89,0,6,1
2,1073,5,1,1
5,959,4,2,1
6,85,0,6,1
4,1324,0,6,1
5,578,1,5,1
1,880,6,0,0
1,652,6,0,0
5,745,2,4,1
1,976,3,3,1
0,10,0,6,1
2,191,0,6,1
3,469,0,6,1
2,769,6,0,0
4,110,0,6,1
1,1035,3,3,1
4,642,4,2,1
3,780,1,5,1
4,673,6,0,0
0,904,5,1,1
0,234,0,6,1
4,48,0,6,1
5,909,3,3,1
4,897,2,4,1
4,1289,0,6,1
3,569,6,0,0
2,195,0,6,1
1,469,3,3,1
5,869,2,4,1
1,1212,1,5,1
2,57,1,5,1
2,1230,2,4,1
1,528,5,1,1
3,1436,0,6,1
2,1358,4,2,1
5,1002,3,3,1
6,415,1,5,1
5,1408,0,6,1
6,171,0,6,1
4,1142,1,5,1
6,1249,0,6,1
5,1058,6,0,0
1,821,6,0,0
3,524,3,3,1
5,1009,4,2,1
2,116,0,6,1
1,440,2,4,1
4,601,6,0,0
0,780,6,0,0
1,805,6,0,0
4,1171,2,4,1
3,1185,6,0,0
4,552,5,1,1
6,1250,0,6,1
4,309,0,6,1
1,1000,3,3,1
0,1199,0,6,1
6,1359,2,4,1
6,570,2,4,1
6,240,0,6,1
2,212,1,5,1
4,825,5,1,1
0,44,0,6,1
4,703,6,0,0
2,1228,5,1,1
4,1009,5,1,1
6,388,1,5,1
5,651,0,6,1
6,1413,0,6,1
3,1188,6,0,0
4,60,0,6,1
6,898,3,3,1
1,158,2,4,1
5,595,1,5,1
2,302,0,6,1
4,355,0,6,1
2,16,0,6,1
6,246,0,6,1
1,1363,0,6,1
4,1017,0,6,1
0,809,6,0,0
2,887,6,0,0
5,671,0,6,1
1,480,2,4,1
2,991,6,0,0
0,119,0,6,1
2,41,0,6,1
3,1333,4,2,1
4,1056,1,5,1
6,414,1,5,1
5,296,0,6,1
3,41,0,6,1
6,929,2,4,1
1,758,5,1,1
6,684,0,6,1
3,945,3,3,1
1,161,0,6,1
5,309,2,4,1
2,647,3,3,1
6,817,1,5,1
5,1026,4,2,1
1,239,0,6,1
1,174,1,5,1
6,49,0,6,1
0,1001,2,4,1
5,78,0,6,1
2,915,5,1,1
5,548,0,6,1
3,836,3,3,1
2,335,0,6,1
0,505,6,0,0
1,584,3,3,1
4,209,0,6,1
6,776,3,3,1
4,108,0,6,1
1,758,4,2,1
1,972,3,3,1
3,112,4,2,1
0,888,5,1,1
4,87,0,6,1
1,929,5,1,1
5,71,0,6,1
4,1,0,6,1
2,385,3,3,1
0,24,0,6,1
5,112,0,6,1
2,1237,2,4,1
3,14,0,6,1
5,513,1,5,1
0,437,4,2,1
6,104,0,6,1
6,1085,0,6,1
1,1319,0,6,1
1,96,0,6,1
2,421,4,2,1
1,1103,5,1,1
6,116,0,6,1
2,556,3,3,1
4,1408,0,6,1
5,1400,0,6,1
1,1003,4,2,1
4,1142,2,4,1
6,34,0,6,1
2,1123,3,3,1
3,203,0,6,1
0,883,6,0,0
3,565,5,1,1
6,583,2,4,1
1,438,2,4,1
3,231,3,3,1
1,1401,0,6,1
1,122,0,6,1
2,1211,5,1,1
1,1390,0,6,1
3,664,6,0,0
3,583,6,0,0
5,532,0,6,1
6,908,3,3,1
1,259,0,6,1
6,267,0,6,1
6,470,0,6,1
2,497,5,1,1
5,1010,3,3,1
3,11,0,6,1
5,226,0,6,1
0,199,0,6,1
5,359,0,6,1
3,1225,5,1,1
4,429,0,6,1
4,1376,0,6,1
1,870,6,0,0
1,575,4,2,1
1,1110,3,3,1
2,428,4,2,1
1,938,5,1,1
4,576,6,0,0
6,939,3,3,1
4,781,6,0,0
3,454,1,5,1
0,1173,0,6,1
3,1412,2,4,1
5,1228,4,2,1
4,574,6,0,0
4,1129,2,4,1
3,1149,5,1,1
1,844,6,0,0
2,357,0,6,1
1,348,0,6,1
6,978,4,2,1
3,1280,1,5,1
4,481,2,4,1
5,50,0,6,1
1,44,0,6,1
2,860,4,2,1
5,328,0,6,1
0,286,0,6,1
4,840,6,0,0
4,1256,0,6,1
4,522,5,1,1
6,1039,4,2,1
1,654,5,1,1
3,700,6,0,0
5,647,0,6,1
6,1217,2,4,1
5,989,4,2,1
0,451,4,2,1
5,11,0,6,1
2,646,5,1,1
5,1341,0,6,1
0,327,0,6,1
3,326,2,4,1
0,802,5,1,1
1,820,5,1,1
2,685,6,0,0
4,430,3,3,1
3,1138,4,2,1
6,117,0,6,1
2,592,1,5,1
3,374,1,5,1
3,913,6,0,0
0,856,5,1,1
1,1099,3,3,1
2,317,0,6,1
3,280,3,3,1
0,824,6,0,0
1,1231,1,5,1
0,205,0,6,1
0,746,6,0,0
1,1288,0,6,1
4,581,6,0,0
1,864,6,0,0
3,1279,1,5,1
0,1314,0,6,1
4,220,0,6,1
6,304,0,6,1
2,721,4,2,1
5,1361,0,6,1
6,612,1,5,1
0,568,6,0,0
5,646,0,6,1
1,337,0,6,1
3,491,1,5,1
0,1203,1,5,1
5,1212,2,4,1
5,968,3,3,1
3,1257,4,2,1
4,98,0,6,1
3,1293,2,4,1
1,1208,3,3,1
1,1165,3,3,1
3,988,6,0,0
2,809,6,0,0
2,367,0,6,1
3,577,5,1,1
4,360,0,6,1
2,87,0,6,1
5,43,0,6,1
2,292,0,6,1
3,58,0,6,1
3,953,3,3,1
6,797,3,3,1
1,865,6,0,0
0,429,4,2,1
2,382,0,6,1
2,408,4,2,1
6,94,0,6,1
2,660,5,1,1
6,692,1,5,1
5,749,2,4,1
1,423,1,5,1
6,914,3,3,1
6,243,0,6,1
4,1183,4,2,1
6,932,3,3,1
3,259,3,3,1
3,213,0,6,1
3,679,6,0,0
6,154,0,6,1
6,446,0,6,1
3,526,4,2,1
1,1330,0,6,1
0,498,4,2,1
0,867,6,0,0
6,1429,0,6,1
1,393,0,6,1
3,202,0,6,1
0,749,5,1,1
6,1224,2,4,1
4,700,6,0,0
6,54,0,6,1
5,1257,2,4,1
5,459,0,6,1
1,480,3,3,1
6,0,0,6,1
5,615,0,6,1
5,42,0,6,1
1,749,6,0,0
4,423,2,4,1
3,15,0,6,1
0,926,5,1,1
6,379,1,5,1
2,465,3,3,1
2,1423,0,6,1
6,317,1,5,1
1,1107,3,3,1
0,74,0,6,1
6,696,4,2,1
2,1048,6,0,0
3,992,4,2,1
2,291,0,6,1
1,443,3,3,1
6,675,4,2,1
3,1119,6,0,0
2,1270,6,0,0
2,578,2,4,1
5,1048,3,3,1
4,1327,0,6,1
4,133,0,6,1
5,572,0,6,1
2,121,0,6,1
3,1207,5,1,1
2,983,4,2,1
1,292,1,5,1
5,350,0,6,1
6,928,3,3,1
2,1126,3,3,1
2,447,3,3,1
6,1363,2,4,1
0,675,6,0,0
6,1407,0,6,1
4,812,5,1,1
0,572,5,1,1
4,1143,1,5,1
5,489,0,6,1
6,341,0,6,1
3,112,1,5,1
0,1115,0,6,1
0,1430,0,6,1
1,1027,2,4,1
4,91,0,6,1
1,1046,3,3,1
1,1148,4,2,1
3,190,4,2,1
3,1163,6,0,0
3,1133,5,1,1
6,441,0,6,1
2,529,3,3,1
5,1421,0,6,1
6,1234,2,4,1
1,1396,0,6,1
1,1096,5,1,1
6,1251,0,6,1
5,242,2,4,1
6,172,1,5,1
0,1325,2,4,1
1,582,6,0,0
6,65,0,6,1
3,300,3,3,1
4,91,0,6,1
6,1264,0,6,1
6,439,0,6,1
3,1308,4,2,1
6,855,3,3,1
0,460,3,3,1
3,673,6,0,0
0,100,0,6,1
4,408,1,5,1
2,1160,4,2,1
0,1404,0,6,1
4,1215,3,3,1
5,827,1,5,1
2,257,1,5,1
0,741,6,0,0
4,200,0,6,1
6,327,0,6,1
5,281,0,6,1
4,1079,1,5,1
3,1192,6,0,0
2,623,6,0,0
3,650,6,0,0
4,1038,0,6,1
4,850,4,2,1
2,1347,0,6,1
1,565,6,0,0
1,1126,5,1,1
5,588,0,6,1
0,767,4,2,1
6,1314,3,3,1
1,166,2,4,1
6,308,1,5,1
1,1355,0,6,1
1,1331,0,6,1
2,493,5,1,1
1,337,0,6,1
6,879,3,3,1
6,1200,2,4,1
1,868,6,0,0
2,779,6,0,0
6,250,1,5,1
4,1245,0,6,1
5,407,0,6,1
6,1078,2,4,1
5,583,1,5,1
3,67,1,5,1
0,919,5,1,1
1,426,1,5,1
4,492,3,3,1
5,879,2,4,1
2,974,3,3,1
2,748,4,2,1
0,565,5,1,1
5,1065,6,0,0
5,816,1,5,1
1,940,5,1,1
6,1061,5,1,1
0,1040,0,6,1
0,1182,6,0,0
1,1262,1,5,1
6,511,1,5,1
4,506,1,5,1
0,1433,0,6,1
0,100,0,6,1
1,1236,1,5,1
1,979,3,3,1
6,134,0,6,1
6,185,1,5,1
3,501,4,2,1
3,317,0,6,1
4,696,4,2,1
4,702,6,0,0
5,1223,2,4,1
1,419,0,6,1
1,81,0,6,1
6,224,1,5,1
6,582,2,4,1
4,1062,2,4,1
3,193,0,6,1
6,840,3,3,1
4,762,4,2,1
5,48,0,6,1
4,229,0,6,1
0,270,0,6,1
4,866,6,0,0
6,266,0,6,1
6,343,0,6,1
0,1236,0,6,1
1,199,0,6,1
0,896,5,1,1
0,540,5,1,1
3,521,4,2,1
6,342,1,5,1
4,1118,2,4,1
0,1437,0,6,1
6,1380,0,6,1
4,1436,0,6,1
1,90,0,6,1
4,1061,1,5,1
5,701,0,6,1
1,230,1,5,1
6,936,1,5,1
3,33,0,6,1
2,126,0,6,1
2,11,0,6,1
6,120,0,6,1
1,969,5,1,1
1,1214,1,5,1
1,1333,0,6,1
2,664,4,2,1
6,679,0,6,1
6,838,3,3,1
0,1149,6,0,0
2,97,0,6,1
5,357,0,6,1
2,354,0,6,1
2,1328,4,2,1
5,901,1,5,1
3,681,6,0,0
2,314,0,6,1
1,607,5,1,1
3,1433,0,6,1
6,1343,3,3,1
4,721,5,1,1
1,637,6,0,0
4,88,0,6,1
5,776,2,4,1
4,877,6,0,0
1,448,3,3,1
3,283,0,6,1
1,1372,0,6,1
2,1209,3,3,1
6,721,4,2,1
6,374,1,5,1
4,1302,0,6,1
3,1303,2,4,1
3,1105,4,2,1
6,164,0,6,1
1,544,5,1,1
3,494,1,5,1
2,453,3,3,1
6,1266,3,3,1
5,91,0,6,1
1,43,1,5,1
4,896,2,4,1
5,304,2,4,1
1,730,6,0,0
1,1218,2,4,1
5,1403,0,6,1
5,961,4,2,1
1,877,6,0,0
4,694,4,2,1
5,970,4,2,1
4,501,1,5,1
2,1045,6,0,0
2,756,6,0,0
5,731,2,4,1
4,1066,1,5,1
1,658,6,0,0
2,570,6,0,0
3,266,3,3,1
1,186,0,6,1
2,1010,6,0,0
1,712,3,3,1
4,159,0,6,1
1,54,0,6,1
4,1369,0,6,1
4,1133,2,4,1
3,1029,4,2,1
5,1153,2,4,1
0,588,6,0,0
6,1324,3,3,1
0,957,5,1,1
4,754,6,0,0
4,677,4,2,1
3,229,0,6,1
1,166,0,6,1
5,720,2,4,1
4,557,6,0,0
0,1438,0,6,1
4,722,5,1,1
6,1120,6,0,0
0,1263,4,2,1
3,166,5,1,1
4,1207,4,2,1
1,1181,2,4,1
3,1042,3,3,1
3,384,0,6,1
3,376,1,5,1
0,814,6,0,0
3,423,0,6,1
5,1316,0,6,1
4,196,0,6,1
1,561,5,1,1
3,276,0,6,1
6,1015,2,4,1
0,1086,0,6,1
2,171,0,6,1
3,546,6,0,0
4,373,0,6,1
5,962,3,3,1
6,868,3,3,1
6,802,0,6,1
3,1136,5,1,1
3,631,6,0,0
6,852,2,4,1
5,553,0,6,1
6,20,0,6,1
4,15,0,6,1
3,248,0,6,1
3,251,3,3,1
4,57,0,6,1
5,676,0,6,1
1,1269,0,6,1
6,617,3,3,1
2,526,5,1,1
2,720,6,0,0
2,245,0,6,1
0,1191,0,6,1
5,966,4,2,1
4,320,0,6,1
0,377,3,3,1
4,466,1,5,1
5,1051,6,0,0
3,314,2,4,1
3,701,4,2,1
5,918,2,4,1
1,1176,3,3,1
0,490,4,2,1
0,1062,1,5,1
3,16,0,6,1
3,931,5,1,1
4,652,6,0,0
5,98,0,6,1
3,1386,1,5,1
5,259,1,5,1
5,1192,4,2,1
0,1398,2,4,1
2,970,4,2,1
6,202,1,5,1
1,158,0,6,1
2,967,4,2,1
3,1417,0,6,1
4,441,0,6,1
6,1114,6,0,0
6,400,2,4,1
5,932,2,4,1
2,731,4,2,1
5,454,0,6,1
2,788,6,0,0
0,45,0,6,1
3,893,6,0,0
0,208,0,6,1
1,88,0,6,1
2,1213,3,3,1
5,709,0,6,1
4,1249,0,6,1
0,333,3,3,1
3,1118,6,0,0
0,1004,0,6,1
2,1118,5,1,1
4,797,4,2,1
1,1033,4,2,1
6,1230,2,4,1
6,683,4,2,1
3,1261,4,2,1
2,1146,5,1,1
4,578,6,0,0
1,202,0,6,1
2,189,0,6,1
3,1135,5,1,1
2,107,1,5,1
2,1192,5,1,1
3,803,6,0,0
0,208,0,6,1
3,1058,6,0,0
6,1218,2,4,1
3,1173,6,0,0
3,1160,4,2,1
5,784,2,4,1
3,1222,6,0,0
5,616,0,6,1
1,1434,0,6,1
0,1184,0,6,1
1,30,0,6,1
4,1330,0,6,1
3,1209,6,0,0
6,895,3,3,1
3,1356,1,5,1
0,132,0,6,1
1,0,0,6,1
0,908,6,0,0
4,780,6,0,0
2,1315,0,6,1
1,523,6,0,0
6,1237,2,4,1
0,92,0,6,1
6,1348,0,6,1
1,128,0,6,1
5,1112,1,5,1
6,775,3,3,1
0,97,0,6,1
1,1193,3,3,1
6,72,0,6,1
2,918,5,1,1
6,1264,3,3,1
4,1087,1,5,1
0,642,6,0,0
4,595,5,1,1
2,166,0,6,1
1,105,0,6,1
0,423,4,2,1
0,625,5,1,1
2,555,3,3,1
4,76,0,6,1
3,970,5,1,1
6,50,0,6,1
6,1252,3,3,1
5,12,0,6,1
2,186,0,6,1
1,831,6,0,0
5,517,1,5,1
6,377,1,5,1
5,544,0,6,1
6,1118,0,6,1
0,159,0,6,1
2,464,3,3,1
1,771,6,0,0
6,281,0,6,1
2,1117,5,1,1
0,1027,0,6,1
5,492,0,6,1
4,409,0,6,1
6,733,3,3,1
0,325,0,6,1
4,1044,4,2,1
3,612,6,0,0
1,1105,3,3,1
4,650,6,0,0
1,574,6,0,0
1,68,0,6,1
5,224,1,5,1
4,496,1,5,1
1,332,0,6,1
4,524,5,1,1
0,1090,0,6,1
4,924,6,0,0
5,109,0,6,1
5,118,0,6,1
3,224,0,6,1
0,1165,0,6,1
2,821,5,1,1
3,767,6,0,0
0,864,6,0,0
6,1101,0,6,1
1,743,6,0,0
0,1372,3,3,1
0,360,3,3,1
1,379,0,6,1
2,1127,5,1,1
1,1074,3,3,1
1,353,0,6,1
3,635,6,0,0
5,755,0,6,1
5,851,1,5,1
2,786,6,0,0
4,1273,0,6,1
3,445,1,5,1
0,1086,1,5,1
0,751,6,0,0
5,667,0,6,1
3,940,4,2,1
0,1305,0,6,1
3,979,5,1,1
5,657,0,6,1
0,58,0,6,1
2,867,6,0,0
3,95,3,3,1
6,821,3,3,1
5,149,0,6,1
3,1059,4,2,1
0,158,1,5,1
1,833,6,0,0
4,1262,0,6,1
3,184,4,2,1
0,1303,3,3,1
2,1404,0,6,1
3,1181,6,0,0
0,1261,0,6,1
2,277,1,5,1
6,862,2,4,1
2,1273,6,0,0
1,252,0,6,1
6,1155,1,5,1
2,1329,0,6,1
4,1198,4,2,1
2,763,6,0,0
2,1303,6,0,0
2,1432,1,5,1
2,1001,6,0,0
5,116,0,6,1
4,346,0,6,1
1,1248,1,5,1
6,364,1,5,1
4,786,6,0,0
6,744,0,6,1
2,1198,5,1,1
3,444,1,5,1
2,730,5,1,1
1,217,0,6,1
6,648,0,6,1
0,897,6,0,0
1,1206,3,3,1
1,61,0,6,1
6,619,3,3,1
6,167,0,6,1
4,612,5,1,1
5,308,0,6,1
0,733,6,0,0
6,528,1,5,1
2,1372,4,2,1
2,84,1,5,1
3,1381,3,3,1
1,689,6,0,0
4,1403,0,6,1
1,547,6,0,0
5,1098,6,0,0
3,719,6,0,0
4,374,0,6,1
6,1323,3,3,1
6,938,4,2,1
0,697,6,0,0
2,1331,4,2,1
3,324,0,6,1
2,637,3,3,1
3,108,1,5,1
5,1240,4,2,1
3,357,2,4,1
2,764,4,2,1
4,1433,0,6,1
3,248,3,3,1
1,72,0,6,1
4,489,1,5,1
0,1415,0,6,1
1,1278,0,6,1
3,65,1,5,1
0,9,0,6,1
6,1351,3,3,1
6,1286,3,3,1
5,335,2,4,1
0,68,0,6,1
0,190,0,6,1
3,1236,4,2,1
5,956,4,2,1
4,270,0,6,1
2,1260,1,5,1
3,38,1,5,1
5,1269,3,3,1
5,1131,6,0,0
1,726,6,0,0
6,1164,1,5,1
1,1041,3,3,1
0,322,0,6,1
3,446,0,6,1
6,1110,6,0,0
2,419,3,3,1
2,1052,6,0,0
0,756,5,1,1
3,87,2,4,1
6,533,4,2,1
4,335,0,6,1
5,1311,0,6,1
6,1302,0,6,1
4,593,6,0,0
2,549,4,2,1
6,76,0,6,1
6,539,4,2,1
5,1370,0,6,1
1,1328,0,6,1
4,1430,0,6,1
0,1157,6,0,0
5,1083,6,0,0
1,1087,4,2,1
5,1213,2,4,1
6,985,3,3,1
1,1339,0,6,1
5,212,1,5,1
5,965,3,3,1
1,1402,0,6,1
5,282,0,6,1
6,715,4,2,1
1,1019,4,2,1
2,786,6,0,0
6,350,1,5,1
5,1357,0,6,1
5,520,0,6,1
4,1021,4,2,1
6,944,3,3,1
1,762,5,1,1
5,1007,3,3,1
1,400,0,6,1
1,472,3,3,1
1,89,0,6,1
1,1311,0,6,1
6,667,0,6,1
2,288,0,6,1
6,411,0,6,1
2,1297,6,0,0
1,1199,2,4,1
1,95,0,6,1
1,874,5,1,1
1,83,0,6,1
2,813,6,0,0
6,655,0,6,1
4,266,0,6,1
1,282,0,6,1
5,39,0,6,1
3,973,5,1,1
6,1392,0,6,1
3,163,0,6,1
3,165,5,1,1
4,206,0,6,1
0,156,0,6,1
1,1283,0,6,1
6,1409,0,6,1
6,981,2,4,1
4,169,0,6,1
4,1082,1,5,1
0,947,0,6,1
4,1319,0,6,1
1,363,0,6,1
1,323,0,6,1
0,449,4,2,1
5,638,0,6,1
6,1376,0,6,1
4,793,6,0,0
0,1242,4,2,1
4,1052,1,5,1
3,588,6,0,0
1,755,4,2,1
0,1427,0,6,1
1,698,3,3,1
6,642,5,1,1
3,243,0,6,1
3,54,0,6,1
0,617,6,0,0
6,705,4,2,1
0,1265,4,2,1
3,337,0,6,1
0,1421,0,6,1
0,1034,0,6,1
3,1310,2,4,1
1,653,5,1,1
2,993,6,0,0
1,685,6,0,0
1,1161,2,4,1
3,272,3,3,1
4,77,0,6,1
2,979,4,2,1
6,520,1,5,1
5,189,0,6,1
3,269,3,3,1
0,981,0,6,1
0,1367,3,3,1
3,1164,6,0,0
3,500,4,2,1
4,244,0,6,1
3,876,5,1,1
1,192,0,6,1
1,1070,4,2,1
3,56,0,6,1
3,793,5,1,1
6,448,0,6,1
5,158,0,6,1
2,612,6,0,0
1,570,3,3,1
0,386,3,3,1
3,678,6,0,0
0,197,0,6,1
1,760,5,1,1
3,867,3,3,1
6,1409,0,6,1
6,1313,3,3,1
3,177,0,6,1
5,1380,0,6,1
0,1087,0,6,1
5,418,0,6,1
3,779,1,5,1
5,1013,4,2,1
5,117,0,6,1
5,94,0,6,1
0,854,5,1,1
4,204,0,6,1
4,1112,2,4,1
4,718,3,3,1
0,1048,0,6,1
4,1097,3,3,1
4,617,6,0,0
1,554,6,0,0
2,547,6,0,0
1,911,4,2,1
3,1280,3,3,1
4,62,0,6,1
6,295,0,6,1
6,1321,3,3,1
3,582,6,0,0
6,777,3,3,1
2,1338,4,2,1
6,602,3,3,1
2,474,4,2,1
1,1014,4,2,1
3,427,0,6,1
4,130,0,6,1
0,190,1,5,1
6,155,1,5,1
3,355,0,6,1
3,1210,6,0,0
2,234,0,6,1
1,828,6,0,0
4,84,0,6,1
3,336,2,4,1
0,869,6,0,0
4,1416,0,6,1
3,1217,6,0,0
6,465,0,6,1
6,659,4,2,1
0,1174,0,6,1
6,25,0,6,1
0,135,0,6,1
1,782,6,0,0
5,708,0,6,1
2,631,2,4,1
5,38,0,6,1
6,345,1,5,1
4,640,4,2,1
2,553,6,0,0
2,546,6,0,0
1,867,6,0,0
0,298,2,4,1
5,608,0,6,1
3,1134,5,1,1
0,248,1,5,1
3,98,1,5,1
4,1323,0,6,1
5,447,0,6,1
0,23,0,6,1
4,1137,2,4,1
6,285,0,6,1
6,537,1,5,1
4,748,3,3,1
0,844,3,3,1
6,162,1,5,1
5,1243,4,2,1
3,1297,4,2,1
3,1045,6,0,0
1,403,0,6,1
5,1329,0,6,1
2,1403,0,6,1
4,567,6,0,0
6,508,1,5,1
3,698,6,0,0
2,1365,4,2,1
2,542,6,0,0
0,898,5,1,1
0,217,0,6,1
6,1257,0,6,1
4,622,6,0,0
2,1273,1,5,1
4,1310,0,6,1
0,368,0,6,1
5,1146,2,4,1
1,1299,0,6,1
2,645,3,3,1
0,954,0,6,1
0,74,0,6,1
0,822,6,0,0
2,484,3,3,1
2,1100,5,1,1
6,540,4,2,1
4,1097,3,3,1
4,668,4,2,1
0,735,4,2,1
6,70,0,6,1
3,552,6,0,0
4,725,5,1,1
5,1308,0,6,1
4,597,5,1,1
5,139,0,6,1
1,1284,0,6,1
2,262,1,5,1
4,807,6,0,0
4,1113,2,4,1
4,1291,0,6,1
4,1125,2,4,1
5,1245,4,2,1
4,1159,2,4,1
6,255,0,6,1
4,92,0,6,1
6,151,0,6,1
6,1212,2,4,1
6,1378,2,4,1
0,1035,1,5,1
6,447,0,6,1
2,584,6,0,0
0,1166,6,0,0
4,805,6,0,0
0,1195,6,0,0
0,1007,0,6,1
0,179,0,6,1
0,255,0,6,1
4,749,6,0,0
5,1253,2,4,1
6,751,0,6,1
6,797,0,6,1
6,1382,0,6,1
4,82,0,6,1
2,1050,6,0,0
5,1399,0,6,1
4,32,0,6,1
2,1360,0,6,1
6,749,0,6,1
5,946,5,1,1
0,491,4,2,1
5,1036,3,3,1
5,503,0,6,1
2,347,0,6,1
6,291,0,6,1
2,361,1,5,1
5,980,3,3,1
2,868,4,2,1
1,231,0,6,1
2,235,0,6,1
3,1218,6,0,0
2,650,5,1,1
0,405,3,3,1
4,216,0,6,1
4,229,0,6,1
5,1310,1,5,1
2,1250,5,1,1
2,637,6,0,0
4,1233,0,6,1
4,994,5,1,1
0,894,5,1,1
6,1043,2,4,1
5,685,1,5,1
1,516,3,3,1
6,1214,0,6,1
3,57,0,6,1
1,1082,3,3,1
4,1375,0,6,1
0,1240,3,3,1
4,1385,0,6,1
3,214,3,3,1
6,922,2,4,1
5,1121,2,4,1
2,722,6,0,0
6,49,0,6,1
0,1061,1,5,1
0,1288,4,2,1
0,1272,5,1,1
3,256,0,6,1
4,675,4,2,1
0,265,0,6,1
0,1096,0,6,1
4,1080,1,5,1
4,860,6,0,0
4,1095,3,3,1
4,1237,0,6,1
4,1044,1,5,1
6,1011,4,2,1
0,284,2,4,1
5,1116,1,5,1
1,1110,6,0,0
3,199,0,6,1
3,41,1,5,1
5,1392,0,6,1
1,339,0,6,1
5,286,1,5,1
1,464,3,3,1
4,454,2,4,1
4,1280,0,6,1
1,674,5,1,1
1,334,0,6,1
3,1012,5,1,1
3,85,2,4,1
2,793,6,0,0
5,1089,6,0,0
0,305,0,6,1
4,683,5,1,1
2,618,2,4,1
6,1135,6,0,0
5,180,0,6,1
0,768,4,2,1
5,356,0,6,1
3,93,1,5,1
5,739,2,4,1
5,461,0,6,1
0,1053,2,4,1
6,53,0,6,1
1,724,6,0,0
2,665,5,1,1
1,249,0,6,1
2,1368,4,2,1
3,922,5,1,1
5,164,0,6,1
2,1224,5,1,1
0,1339,2,4,1
6,349,0,6,1
5,1005,4,2,1
3,1057,4,2,1
2,913,5,1,1
3,440,0,6,1
1,659,6,0,0
0,453,5,1,1
3,218,3,3,1
3,578,6,0,0
6,1040,2,4,1
6,890,3,3,1
2,1299,6,0,0
1,1108,6,0,0
3,887,6,0,0
3,560,6,0,0
4,807,4,2,1
0,1250,0,6,1
6,398,1,5,1
4,872,6,0,0
3,246,3,3,1
0,1390,2,4,1
4,788,5,1,1
3,629,6,0,0
3,154,4,2,1
3,906,5,1,1
1,860,6,0,0
6,28,0,6,1
3,1200,5,1,1
4,1090,3,3,1
1,1436,0,6,1
6,313,1,5,1
1,1317,0,6,1
1,766,6,0,0
2,74,0,6,1
3,623,6,0,0
3,627,6,0,0
2,1145,4,2,1
2,1182,5,1,1
2,920,4,2,1
6,624,1,5,1
2,1199,5,1,1
5,141,0,6,1
4,773,6,0,0
0,377,1,5,1
0,254,0,6,1
0,263,1,5,1
6,1221,0,6,1
1,473,3,3,1
3,60,1,5,1
3,128,1,5,1
2,374,0,6,1
0,949,3,3,1
6,1347,0,6,1
3,339,0,6,1
2,548,6,0,0
6,1432,0,6,1
5,1352,0,6,1
2,260,0,6,1
1,610,5,1,1
3,1098,4,2,1
5,938,4,2,1
6,931,3,3,1
5,103,0,6,1
2,897,5,1,1
1,1246,1,5,1
4,83,0,6,1
3,413,0,6,1
0,19,0,6,1
6,245,1,5,1
3,56,1,5,1
2,1111,3,3,1
2,177,0,6,1
5,871,5,1,1
5,201,0,6,1
6,685,4,2,1
2,1226,5,1,1
6,582,4,2,1
1,1238,2,4,1
3,66,1,5,1
6,817,3,3,1
3,1243,4,2,1
1,226,0,6,1
0,1114,2,4,1
4,513,3,3,1
1,1076,3,3,1
0,1071,1,5,1
2,214,1,5,1
1,1092,4,2,1
1,1349,0,6,1
2,699,6,0,0
6,487,0,6,1
0,730,6,0,0
2,752,4,2,1
2,1048,6,0,0
5,677,0,6,1
6,160,1,5,1
4,935,0,6,1
3,215,0,6,1
3,1358,3,3,1
2,422,3,3,1
2,660,4,2,1
3,522,3,3,1
0,561,6,0,0
3,72,1,5,1
0,168,0,6,1
0,1019,2,4,1
0,1131,3,3,1
6,1152,1,5,1
4,377,0,6,1
4,434,0,6,1
5,854,3,3,1
1,915,3,3,1
4,592,6,0,0
1,807,6,0,0
6,1207,2,4,1
3,559,5,1,1
